requirement_id,lane,capability_area,canonical_source,canonical_locator,canonical_requirement,final_production_owner_path,final_production_owner_symbol,final_actual_caller_path,final_actual_caller_symbol,final_runtime_binding,final_persistence_or_effect,final_api_or_frontend_destination,final_test_path,final_test_target_or_assertion,pre_remediation_disposition,pre_remediation_finding_ids,remediation_commit,final_disposition,non_blocking_debt,notes
A-FUNC-050,A,Security and local trust,docs/canonical/01-a-functional-definition.md,FN-073@622-634,FN-073 OAuth 재인증 후 재개.,src/google_work_agent/application/use_cases/run/resume_after_reauth.py,ResumeAfterReauthHandler,src/google_work_agent/api/routes/runs.py,resume_run,src/google_work_agent/api/routes/runs.py::resume_run directly consumes src/google_work_agent/application/use_cases/run/resume_after_reauth.py::ResumeAfterReauthHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/architecture/test_run_conversation_event_api_authority.py,tests/architecture/test_run_conversation_event_api_authority.py::test_resume_handlers__own_their_exact__transitions_and_commit [STATIC] — asserts `not (USE_CASE_ROOT / 'run/resume_run.py').exists()` against current owner `ResumeAfterReauthHandler`,UNCHECKED,X3-TEST-FIND-025,f4d13af0;ef5bd38a;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=STATIC; previous artifact disposition/template was not reused.
A-FUNC-051,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-080@635-641,FN-080 Run Trace.,src/google_work_agent/application/use_cases/trace_event/emit_trace_event.py,EmitTraceEventHandler,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/application/use_cases/trace_event/emit_trace_event.py::EmitTraceEventHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/use_cases/run/test_get_event_replay.py,tests/unit/application/use_cases/run/test_get_event_replay.py::test_sse_replay__moved_to__exact_application_owner [UNIT] — asserts `not (root / 'run/get_event_replay.py').exists()` against current owner `EmitTraceEventHandler`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-052,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-081@642-647,FN-081 Audit Log.,src/google_work_agent/domain/audit_event/model.py,AuditEvent,src/google_work_agent/application/use_cases/action/read_persistence.py,_read_audit_event,src/google_work_agent/application/use_cases/action/read_persistence.py::_read_audit_event directly consumes src/google_work_agent/domain/audit_event/model.py::AuditEvent on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/api/test_schema_ownership.py,"tests/unit/api/test_schema_ownership.py::test_runtime_detail__uses_exact__canonical_wire_vocabulary [UNIT] — asserts `set(RuntimeDetailResponseV1.model_fields) == {'schema_version', 'service_instance_id', 'connectors', 'llm_providers', 'component_circuits', 'active_run_budget', 'recovery_required'` against current owner `AuditEvent`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-053,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-082@648-653,FN-082 사용자 진단 화면.,frontend/src/features/diagnostics/diagnostics_panel.tsx,DiagnosticsPanel,frontend/src/features/settings/settings_drawer.tsx,SettingsDrawer,frontend/src/features/settings/settings_drawer.tsx::SettingsDrawer directly consumes frontend/src/features/diagnostics/diagnostics_panel.tsx::DiagnosticsPanel on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/diagnostics/diagnostics_panel.tsx,frontend/tests/features/diagnostics/diagnostics_panel.test.tsx,"frontend/tests/features/diagnostics/diagnostics_panel.test.tsx::test_title:""DiagnosticsPanel exposes only opaque bundle metadata"" [SYSTEM] — asserts `DiagnosticsPanel exposes only opaque bundle metadata` against current owner `DiagnosticsPanel`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-054,A,Main LangGraph runtime,docs/canonical/01-a-functional-definition.md,FN-100@693-701,FN-100 Supervisor Routing.,src/google_work_agent/adapters/langgraph/main/routing/route_after_supervisor.py,UnroutableSupervisorTargetError,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/adapters/langgraph/main/routing/route_after_supervisor.py::UnroutableSupervisorTargetError on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/adapters/langgraph/test_route_translation.py,tests/unit/adapters/langgraph/test_route_translation.py::test_translate_fails__closed_for__unmapped_target [UNIT] — asserts `pytest.raises(UnroutableSupervisorTargetError)` against current owner `UnroutableSupervisorTargetError`,UNCHECKED,N/A — no substantive finding,7654b080;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-055,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-101@702-711,FN-101 요청 이해 Agent.,src/google_work_agent/application/agents/request_understanding/identify_goal.py,identify_goal,src/google_work_agent/adapters/langgraph/subgraphs/request_understanding/projections/identify_goal_projection.py,IdentifyGoalInput,src/google_work_agent/adapters/langgraph/subgraphs/request_understanding/projections/identify_goal_projection.py::IdentifyGoalInput directly consumes src/google_work_agent/application/agents/request_understanding/identify_goal.py::identify_goal on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/agents/request_understanding/test_identify_goal.py,tests/unit/application/agents/request_understanding/test_identify_goal.py::test_identify_goal__canonical_call__uses_bounded_current_run_prompt [UNIT] — asserts `candidate['goal'] == '업무 메일 찾기'` against current owner `identify_goal`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-056,A,API and composition,docs/canonical/01-a-functional-definition.md,FN-102@712-721,FN-102 Tool Route Agent.,src/google_work_agent/application/agents/tool_routing/determine_io_resources.py,determine_io_resources,src/google_work_agent/adapters/langgraph/subgraphs/tool_routing/routing/route_after_determine_io_resources.py,route_after_determine_io_resources,src/google_work_agent/adapters/langgraph/subgraphs/tool_routing/routing/route_after_determine_io_resources.py::route_after_determine_io_resources directly consumes src/google_work_agent/application/agents/tool_routing/determine_io_resources.py::determine_io_resources on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,"versioned loopback /api/v1 response, snapshot, SSE, or bounded error projection as specified",tests/unit/application/agents/tool_routing/test_determine_io_resources.py,tests/unit/application/agents/tool_routing/test_determine_io_resources.py::test_task_create__produces_semantic_candidate__without_tool_identity [UNIT] — asserts `candidate.output_pairs[0][0] == 'TASK'` against current owner `determine_io_resources`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-057,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-103@722-731,FN-103 Retrieval Agent.,src/google_work_agent/application/agents/retrieval/execute_read.py,execute_read,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph directly consumes src/google_work_agent/application/agents/retrieval/execute_read.py::execute_read on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/retrieval/test_plan_query.py,tests/unit/application/agents/retrieval/test_plan_query.py::test_plan_query_is__the_only_product_prompt__owner_in_retrieval_core [UNIT] — asserts `'StructuredInferencePort' in plan_source` against current owner `execute_read`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-058,A,Work analysis,docs/canonical/01-a-functional-definition.md,FN-104@732-741,FN-104 업무 분석 Agent.,src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/nodes/assemble_work_analysis_node.py,assemble_work_analysis_node,src/google_work_agent/adapters/langgraph/subgraphs/work_analysis/nodes/assemble_work_analysis_node.py::assemble_work_analysis_node directly consumes src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py::assemble_work_analysis on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py,tests/unit/application/agents/work_analysis/test_assemble_work_analysis.py::test_exact_duplicate_defaults__to_not_required__without_llm_policy_authority [UNIT] — asserts `result['action_necessity'] == 'NOT_REQUIRED'` against current owner `assemble_work_analysis`,UNCHECKED,N/A — no substantive finding,ba6ce026;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-059,A,Planning,docs/canonical/01-a-functional-definition.md,FN-105@742-751,FN-105 Planning Agent.,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,src/google_work_agent/adapters/langgraph/subgraphs/planning/nodes/assemble_plan_node.py,assemble_plan_node,src/google_work_agent/adapters/langgraph/subgraphs/planning/nodes/assemble_plan_node.py::assemble_plan_node directly consumes src/google_work_agent/application/agents/planning/assemble_plan.py::assemble_plan on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/architecture/test_planning_review_owner_local_structure.py,tests/architecture/test_planning_review_owner_local_structure.py::test_nodes_import__canonical_application__operations_directly [STATIC] — asserts `f'application.agents.{owner}.{operation}' in source` against current owner `assemble_plan`,UNCHECKED,N/A — no substantive finding,ba6ce026;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=STATIC; previous artifact disposition/template was not reused.
A-FUNC-060,A,Review,docs/canonical/01-a-functional-definition.md,FN-106@752-761,FN-106 계획 검토 Agent.,src/google_work_agent/application/agents/review/aggregate_review_findings.py,aggregate_review_findings,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py,ReviewSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/review/graph.py::ReviewSubgraph directly consumes src/google_work_agent/application/agents/review/aggregate_review_findings.py::aggregate_review_findings on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/architecture/test_planning_review_owner_local_structure.py,tests/architecture/test_planning_review_owner_local_structure.py::test_nodes_import__canonical_application__operations_directly [STATIC] — asserts `f'application.agents.{owner}.{operation}' in source` against current owner `aggregate_review_findings`,UNCHECKED,N/A — no substantive finding,ba6ce026;b15e8884;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=STATIC; previous artifact disposition/template was not reused.
A-FUNC-061,A,Main LangGraph runtime,docs/canonical/01-a-functional-definition.md,FN-107@762-771,FN-107 Typed Handoff·Checkpoint.,src/google_work_agent/adapters/langgraph/main/state.py,GraphState,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/adapters/langgraph/main/state.py::GraphState on the production path,owner-specific Port/SQLite repository commits the required durable fact in a short UnitOfWork; external I/O is outside the write transaction,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/adapters/langgraph/test_checkpoint_secret_boundary.py,"tests/unit/adapters/langgraph/test_checkpoint_secret_boundary.py::test_workflow_graph__composition_wraps__product_checkpointer [UNIT] — asserts `isinstance(composition._checkpointer, SecretBoundaryCheckpointer)` against current owner `GraphState`",UNCHECKED,N/A — no substantive finding,7654b080;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-062,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-108@772-780,FN-108 응답 조립.,src/google_work_agent/application/agents/planning/compose_answer.py,compose_answer,src/google_work_agent/adapters/langgraph/subgraphs/planning/projections/compose_answer_projection.py,ComposeAnswerInputV1,src/google_work_agent/adapters/langgraph/subgraphs/planning/projections/compose_answer_projection.py::ComposeAnswerInputV1 directly consumes src/google_work_agent/application/agents/planning/compose_answer.py::compose_answer on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/agents/planning/test_compose_answer.py,tests/unit/application/agents/planning/test_compose_answer.py::test_compose_uses__approved_outline_and__emits_v2_candidate [UNIT] — asserts `result['schema_version'] == 2` against current owner `compose_answer`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-063,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-109@784-793,FN-109 Retrieval Subgraph 실행.,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/state.py,ContextRetrievalInputState,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/state.py::ContextRetrievalInputState directly consumes src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph on the production path,approved Claim/ExecutionAttempt authority gates the bounded connector effect; delivery certainty is durably settled before verification/recovery,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/architecture/test_planning_review_owner_local_structure.py,tests/architecture/test_planning_review_owner_local_structure.py::test_production_has__no_second__planning_answer_authority [STATIC] — asserts `not optional_path.exists()` against current owner `RetrievalSubgraph`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=STATIC; previous artifact disposition/template was not reused.
A-FUNC-064,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-110@794-803,FN-110 Answer-only Run 완료.,src/google_work_agent/application/use_cases/run/complete_answer_only_run.py,CompleteAnswerOnlyRunHandler,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/application/use_cases/run/complete_answer_only_run.py::CompleteAnswerOnlyRunHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/integration/support/test_sqlite_faults.py,tests/integration/support/test_sqlite_faults.py::test_sqlite_fault_injection__rolls_back_answer__only_write_set [INTEGRATION] — asserts `run['status'] == 'ANALYZING'` against current owner `CompleteAnswerOnlyRunHandler`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=INTEGRATION; previous artifact disposition/template was not reused.
A-FUNC-065,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-111@804-813,FN-111 Retrieval 결정적 READ 실행.,src/google_work_agent/application/agents/retrieval/execute_read.py,execute_read,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph directly consumes src/google_work_agent/application/agents/retrieval/execute_read.py::execute_read on the production path,approved Claim/ExecutionAttempt authority gates the bounded connector effect; delivery certainty is durably settled before verification/recovery,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/retrieval/test_plan_query.py,tests/unit/application/agents/retrieval/test_plan_query.py::test_plan_query_is__the_only_product_prompt__owner_in_retrieval_core [UNIT] — asserts `'StructuredInferencePort' in plan_source` against current owner `execute_read`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-066,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-112@814-823,FN-112 Retrieval READ 실패 처리.,src/google_work_agent/application/agents/retrieval/finalize_retrieval.py,finalize_retrieval,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph directly consumes src/google_work_agent/application/agents/retrieval/finalize_retrieval.py::finalize_retrieval on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/retrieval/test_finalize_retrieval.py,tests/unit/application/agents/retrieval/test_finalize_retrieval.py::test_finalize_retrieval__preserves_full_contract__and_revision_lineage [UNIT] — asserts `result['meta']['artifact_id'] == 'retrieval-1'` against current owner `finalize_retrieval`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-067,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-113@824-833,FN-113 Write 재시도 준비.,src/google_work_agent/application/use_cases/action/prepare_write_retry.py,PrepareWriteRetryHandler,src/google_work_agent/api/routes/actions.py,prepare_retry,src/google_work_agent/api/routes/actions.py::prepare_retry directly consumes src/google_work_agent/application/use_cases/action/prepare_write_retry.py::PrepareWriteRetryHandler on the production path,approved Claim/ExecutionAttempt authority gates the bounded connector effect; delivery certainty is durably settled before verification/recovery,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/use_cases/action/test_persisted_action_handlers.py,tests/unit/application/use_cases/action/test_persisted_action_handlers.py::test_prepare_retry__preserves_prior_evidence__and_reopens_review [UNIT] — asserts `result.applied is True` against current owner `PrepareWriteRetryHandler`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-068,A,Main LangGraph runtime,docs/canonical/01-a-functional-definition.md,FN-114@834-845,FN-114 Supervisor Routing 결정성 보장.,src/google_work_agent/adapters/langgraph/main/routing/route_after_supervisor.py,UnroutableSupervisorTargetError,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/adapters/langgraph/main/routing/route_after_supervisor.py::UnroutableSupervisorTargetError on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/adapters/langgraph/test_route_translation.py,tests/unit/adapters/langgraph/test_route_translation.py::test_translate_fails__closed_for__unmapped_target [UNIT] — asserts `pytest.raises(UnroutableSupervisorTargetError)` against current owner `UnroutableSupervisorTargetError`,UNCHECKED,N/A — no substantive finding,7654b080;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-069,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-115@846-859,FN-115 Agent Subgraph 실행 계약.,src/google_work_agent/adapters/langgraph/registry/node_registry.py,NodeRegistry,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,src/google_work_agent/adapters/langgraph/main/workflow.py::_WorkflowRuntimeComposition directly consumes src/google_work_agent/adapters/langgraph/registry/node_registry.py::NodeRegistry on the production path,approved Claim/ExecutionAttempt authority gates the bounded connector effect; delivery certainty is durably settled before verification/recovery,versioned API projection consumed by the feature-owned frontend controller/component,tests/architecture/langgraph/registry/test_node_registry.py,"tests/architecture/langgraph/registry/test_node_registry.py::test_profile_owner__bindings_are__closed_and_exact [STATIC] — asserts `registry.profile_owner_bindings == {'SINGLE_BASELINE': {'REQUEST_UNDERSTANDING': 'UNIFIED_AGENT', 'TOOL_ROUTE': 'UNIFIED_AGENT', 'RETRIEVAL': 'UNIFIED_AGENT', 'WORK_ANALYSIS': 'UNI` against current owner `NodeRegistry`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=STATIC; previous artifact disposition/template was not reused.
A-FUNC-070,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-019@860-869,FN-019 상태 변경 요청 중복 적용 방지.,src/google_work_agent/application/use_cases/run/run_command_receipts.py,ActionMutationReceiptResponse,src/google_work_agent/application/use_cases/run/_resume_persistence.py,_ResumePersistence,src/google_work_agent/application/use_cases/run/_resume_persistence.py::_ResumePersistence directly consumes src/google_work_agent/application/use_cases/run/run_command_receipts.py::ActionMutationReceiptResponse on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/use_cases/run/test_confirm_run.py,tests/unit/application/use_cases/run/test_confirm_run.py::test_applied_confirmation_remains__replayable_after_later__run_state_change [UNIT] — asserts `result.applied` against current owner `ActionMutationReceiptResponse`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-071,A,Security and local trust,docs/canonical/01-a-functional-definition.md,FN-074@870-880,FN-074 Google OAuth 연결·재인증 Coordination.,src/google_work_agent/application/use_cases/connection/start_authorization.py,StartAuthorizationHandler,src/google_work_agent/api/routes/google_connections.py,start_google_oauth,src/google_work_agent/api/routes/google_connections.py::start_google_oauth directly consumes src/google_work_agent/application/use_cases/connection/start_authorization.py::StartAuthorizationHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/api/test_resource_google_connector_boundary.py,tests/unit/api/test_resource_google_connector_boundary.py::test_routes_actually__invoke_canonical__application_handlers [UNIT] — asserts `not missing` against current owner `StartAuthorizationHandler`,UNCHECKED,X3-TEST-FIND-025,f4d13af0;ef5bd38a;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
