lineage_id,lineage_kind,scenario_or_handoff,canonical_requirement_ids,entrypoint,producer_path,producer_symbol,output_contract,durable_state_or_revision,consumer_path,consumer_symbol,input_contract,runtime_route,persistence_or_external_effect,verification_or_recovery_path,terminal_state,api_projection,frontend_projection,test_or_runtime_proof,semantic_authority_count,competing_authority,pre_remediation_wave2_status,pre_remediation_finding_ids,remediation_commit,final_status,notes
X1-PC-FINAL-031,HANDOFF,The live workflow phase contract must include every canonical producer/consumer stage including READ_EXECUTION and TERMINAL_COMMIT.,F-LG-REQ-016,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/langgraph/main/state.py,WorkflowPhase,typed Main LangGraph runtime output with identity/revision/currentness checks,single GraphState v2 checkpoint plus Domain-backed run/action/attempt/verification facts,src/google_work_agent/adapters/langgraph/main/workflow.py,_WorkflowRuntimeComposition,current typed input accepted only through the production Main LangGraph runtime boundary,WorkflowExecutionPort -> one compiled Main graph/profile -> supervisor -> owner-local subgraphs -> checkpoint continuation,single GraphState v2 checkpoint plus Domain-backed run/action/attempt/verification facts,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,terminal commit/outcome projector -> API snapshot/SSE/frontend,"tests/unit/adapters/langgraph/test_checkpoint_secret_boundary.py::test_workflow_graph__composition_wraps__product_checkpointer [UNIT] — asserts `isinstance(composition._checkpointer, SecretBoundaryCheckpointer)`",1,NO,FINDING,N/A — no substantive finding,7654b080;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
X1-PC-FINAL-032,HANDOFF,next_allowed_action_commands must exactly project commands accepted by Action guards.,B-DOM-REQ-079,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/domain/action/model.py,next_allowed_action_commands,typed Domain lifecycle and invariants output with identity/revision/currentness checks,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,current typed input accepted only through the production Domain lifecycle and invariants boundary,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Application snapshot/SSE projections only; Domain remains truth,tests/unit/llm/test_ollama_transport.py::test_probe_reports__unavailable_on__real_http_error [UNIT] — asserts `result.availability is AvailabilityState.UNAVAILABLE`,1,NO,FINDING,X1-PC-FND-017,7654b080;4684aa06;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
X1-PC-FINAL-033,HANDOFF,Service lifecycle operations must have one typed production Port bound to active launcher/runtime components.,G-PORT-021,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/api/composition.py,_ShutdownComponent,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,ServiceStartError,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,tests/unit/launcher/test_signed_runtime_config.py::test_service_composition__projects_closed__signed_launcher_handoff [UNIT] — asserts `config.release_version == '1.2.3'`,1,NO,FINDING,X1-PC-FND-018,4e42dbdc;ef5bd38a;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
X1-PC-FINAL-034,HANDOFF,Local network and readiness Ports must be proven as the exact objects consumed by startup and health composition.,G-PORT-023,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/api/dependencies/health_checks.py,GetReadinessHandler,typed Installed lifecycle output with identity/revision/currentness checks,"installed data directory, instance control, readiness, backup/restore and shutdown state",launcher/start_service.py,ServiceStartError,current typed input accepted only through the production Installed lifecycle boundary,verify installation -> single instance -> data directory -> service readiness -> browser/control lifecycle,"installed data directory, instance control, readiness, backup/restore and shutdown state",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,local browser UI and /health readiness,tests/architecture/test_api_runtime_control_boundary.py::test_session_bootstrap__stays_transport__security_owned [STATIC] — asserts `'bootstrap_session_service' in route`,1,NO,UNCHECKED,N/A — no substantive finding,4e42dbdc;ef5bd38a;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
X1-PC-FINAL-035,HANDOFF,External LLM disclosure scope identity must bind the exact provider-bound payload.,G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/llm/runtime/structured_inference_router.py,_project_external_scope,typed Context preview and disclosure output with identity/revision/currentness checks,context membership/revision and bounded adjustment command; provider-bound disclosure identity,src/google_work_agent/application/use_cases/run/get_run_snapshot.py,GetRunSnapshotHandler,current typed input accepted only through the production Context preview and disclosure boundary,durable Run/retrieval facts -> versioned snapshot/SSE -> context adjustment -> same-run retrieval re-entry,context membership/revision and bounded adjustment command; provider-bound disclosure identity,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,frontend/src/features/run/context_preview_card.tsx,tests/architecture/test_non_persistence_port_adapter_mapping.py::test_llm_boundary_contracts__have_no_application__or_adapter_shadow_protocols [STATIC] — asserts `'class _StructuredProvider(Protocol)' not in prompt_guard`,1,NO,FINDING,X1-PC-FND-019,27872661;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-API_TO_APPLICATION,HANDOFF,API → Application,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/api/routes/runs.py,start_run,typed API and composition output with identity/revision/currentness checks,command receipt and Domain facts; route owns no DB/adapter authority,src/google_work_agent/application/use_cases/run/start_run.py,StartRunHandler,typed Domain lifecycle and invariants input with identity/revision/currentness validation,protocol validation -> injected Application handler -> Domain/UoW/workflow handoff -> versioned projection → Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation,command receipt and Domain facts; route owns no DB/adapter authority,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,snapshot/SSE/error/health contracts consumed by frontend,"tests/architecture/test_run_conversation_event_api_authority.py::test_route_endpoints__invoke_their__exact_canonical_handlers [STATIC] — asserts `_invokes_handler(path, endpoint, handler)`",1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,27872661;8367cb71;f4d13af0;7654b080;4684aa06;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-APPLICATION_TO_AGENT,HANDOFF,Application → Agent,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/langgraph/main/supervisor.py,route_supervisor,typed Domain lifecycle and invariants output with identity/revision/currentness checks,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,src/google_work_agent/adapters/langgraph/subgraphs/single_workflow.py,SingleWorkflowSubgraph,typed Work analysis input with identity/revision/currentness validation,Application command -> Domain guard/transition -> UoW commit -> explicit next allowed operation → current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,Run/Plan/Action/Approval/Attempt/Verification/Recovery aggregate facts,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Application snapshot/SSE projections only; Domain remains truth,tests/unit/application/workflows/test_supervisor.py::test_work_analysis__routing_is_owned__by_canonical_subgraph [UNIT] — asserts `pytest.raises(ValueError)`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,7654b080;4684aa06;ba6ce026;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-AGENT_TO_LANGGRAPH,HANDOFF,Agent → LangGraph,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/agents/request_understanding/identify_goal.py,identify_goal,typed Work analysis output with identity/revision/currentness checks,typed revision/based_on facts in checkpoint; no external effect,src/google_work_agent/adapters/langgraph/subgraphs/request_understanding/nodes/identify_goal_node.py,identify_goal_node,typed Main LangGraph runtime input with identity/revision/currentness validation,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2 → WorkflowExecutionPort -> one compiled Main graph/profile -> supervisor -> owner-local subgraphs -> checkpoint continuation,typed revision/based_on facts in checkpoint; no external effect,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Planning input and review evidence projection,tests/unit/adapters/langgraph/test_ru_tr_canonical_cutover.py::test_request_understanding_has__three_runtime_nodes__for_four_operations [UNIT] — asserts `'validate_intent' in _called_names(SRC / 'application/agents/request_understanding/finalize_intent.py')`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,ba6ce026;f4d13af0;7654b080;8367cb71;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-RETRIEVAL_TO_ANALYSIS,HANDOFF,Retrieval → Analysis,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/agents/retrieval/contracts/retrieval_result.py,RetrievalResultV1,typed Retrieval output with identity/revision/currentness checks,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",src/google_work_agent/application/agents/work_analysis/assemble_work_analysis.py,assemble_work_analysis,typed Work analysis input with identity/revision/currentness validation,registry-validated READ binding -> ConnectorReadPort -> bounded evidence store -> typed RetrievalResultV1 → current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2,"run-scoped evidence handles, source failure facts, revision/currentness and cache-loss restart handoff",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,context preview and evidence-backed answer/plan,tests/unit/application/agents/work_analysis/test_assess_information_gaps.py::test_assess_information__gaps_rejects__unbounded_evidence [UNIT] — asserts `pytest.raises(ValueError)`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,f4d13af0;ba6ce026;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-ANALYSIS_TO_PLANNING,HANDOFF,Analysis → Planning,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/agents/work_analysis/contracts/work_analysis_result.py,WorkAnalysisResultV2,typed Work analysis output with identity/revision/currentness checks,typed revision/based_on facts in checkpoint; no external effect,src/google_work_agent/application/agents/planning/assemble_plan.py,assemble_plan,typed Planning input with identity/revision/currentness validation,current RetrievalResult -> atomic analysis operations -> validated WorkAnalysisResultV2 → intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,typed revision/based_on facts in checkpoint; no external effect,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,Planning input and review evidence projection,tests/unit/adapters/langgraph/test_subgraph_state.py::test_role_input_projection__does_not_expose__foreign_business_artifacts [UNIT] — asserts `'request_intent' not in request_fields`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,ba6ce026;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-PLANNING_TO_REVIEW,HANDOFF,Planning → Review,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/agents/planning/contracts/planning_result.py,PlanningResultV2,typed Planning output with identity/revision/currentness checks,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",src/google_work_agent/application/agents/review/inspect_goal_and_evidence.py,inspect_goal_and_evidence,typed Review input with identity/revision/currentness validation,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan → PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,answer terminal or ActionPlanCard approval surface,tests/unit/application/agents/review/test_inspect_goal_and_evidence.py::test_inspect_goal_and__evidence_uses_only__its_minimum_projection [UNIT] — asserts `result['dimension'] == DIMENSION`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,ba6ce026;f4d13af0;b15e8884;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-REVIEW_TO_DOMAIN_VALIDATION,HANDOFF,Review → Domain Validation,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/agents/review/contracts/plan_review_result.py,PlanReviewResultV2,typed Review output with identity/revision/currentness checks,review artifact identity/revision/based_on and affected-dimension proof,src/google_work_agent/adapters/langgraph/main/workflow.py,_validate_domain_and_project,typed Planning input with identity/revision/currentness validation,PlanningResultV2 -> three atomic inspectors -> aggregate/recheck -> PASS/REVISE/RETRIEVE_MORE → intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan,review artifact identity/revision/based_on and affected-dimension proof,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,approval eligibility or bounded back-edge to retrieval/planning,tests/unit/application/agents/retrieval/test_plan_query.py::test_plan_query_is__the_only_product_prompt__owner_in_retrieval_core [UNIT] — asserts `'StructuredInferencePort' in plan_source`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,ba6ce026;b15e8884;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-DOMAIN_VALIDATION_TO_APPROVAL,HANDOFF,Domain Validation → Approval,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/adapters/langgraph/main/workflow.py,_validate_domain_and_project,typed Planning output with identity/revision/currentness checks,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",src/google_work_agent/adapters/langgraph/main/workflow.py,_waiting_approval_node,typed Approval and policy input with identity/revision/currentness validation,intent/route/analysis -> answer or typed Action plan -> domain validation -> persisted reviewed plan → versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility,"Plan/Action identity, dependencies, revision/based_on, review result and approval scope",verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,answer terminal or ActionPlanCard approval surface,tests/architecture/test_planning_review_owner_local_structure.py::test_production_has__no_second__planning_answer_authority [STATIC] — asserts `not optional_path.exists()`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,ba6ce026;f4d13af0;4684aa06;27872661;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
FINAL-REQUIRED-HANDOFF-APPROVAL_TO_CLAIM,HANDOFF,Approval → Claim,H-API-008;C-PER-REQ-040;E-AGT-013;E-AGT-019;E-AGT-048;B-DOM-REQ-077;D-APP-101;D-APP-103;D-APP-105;C-PER-REQ-024;H-API-009;C-PER-REQ-047;G-PORT-038;B-DOM-REQ-018;F-LG-REQ-031;B-DOM-REQ-022;B-DOM-REQ-033;D-APP-109;D-APP-110;G-PORT-029;G-PORT-031;A-FUNC-039;A-FUNC-113;H-API-069;H-API-044;C-PER-REQ-011;C-PER-REQ-045;C-PER-REQ-048;C-PER-REQ-049;C-PER-REQ-050;F-LG-REQ-016;B-DOM-REQ-079;G-PORT-021;G-PORT-023;G-PORT-036,frontend/src/app/App.tsx -> versioned local API command/query,src/google_work_agent/application/use_cases/action/approve_action.py,ApproveActionHandler,typed Approval and policy output with identity/revision/currentness checks,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,src/google_work_agent/application/use_cases/claim/build_claim_context.py,BuildClaimContextHandler,typed ClaimContext authority input with identity/revision/currentness validation,versioned Action scope -> policy/feasibility validation -> durable approval -> claim eligibility → approved current Action -> claim preflight -> single signed ClaimContextV2 -> unchanged connector input,Action/Approval/Plan/Run facts with CAS and idempotent command receipt,verification/recovery/currentness guard is explicit where the scenario can mutate or fail; otherwise N/A — read/projection-only lineage,Domain terminal/continuation fact is committed before outcome projection; non-terminal handoffs preserve exact next target,versioned snapshot/SSE/error/readiness projection; N/A only for internal evaluation/repository methodology,ActionPlanCard exact scope and approval outcome projection,tests/unit/application/use_cases/action/test_approve_action.py::test_approve_persists_action__active_snapshot_receipt__and_exact_audit [UNIT] — asserts `result.applied is True`,1,NO,X1 historical coverage revalidated as an explicit final required handoff,N/A — no substantive finding,4684aa06;27872661;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,Rebuilt against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; taxonomy=HANDOFF; previous generic lineage template was not reused.
